POPS.ELF Function Map - PS1 Emulator for PS2 (HDD version)
==========================================================================================
Generated by POPS Deep Analysis Tool

ARCHITECTURE OVERVIEW:
  - EE (Emotion Engine) MIPS R5900 binary, EABI64, MIPS-III
  - Entry point: 0x00200008
  - Code: 296KB (.text), 3.5KB VU microcode (.vutext)
  - Data: 2.75MB (.data incl. embedded IOP modules)
  - PS1 emulator with JIT recompiler

EMBEDDED IOP MODULES:
  sio2man, padman_hsync, Sound_Device_Library (libsd),
  sdr_driver, dev9, atad, hdd, pfs, IOPCD


==========================================================================================
 CDROM - 41 functions (0x0020FD18 - 0x00213E50)
==========================================================================================

  0x002355F0  system_0048                                   frame=  16  size=  144  calls= 1
  0x00235680  system_0049                                   frame=  16  size=   64  calls= 3
  0x00235C20  system_0050                                   frame=   0  size=   72  calls= 0
  0x00235C68  system_0051                                   frame=   0  size=   24  calls= 0
  0x00235C80  system_0052                                   frame=  80  size=   72  calls= 1
  0x00235CC8  system_0053                                   frame=   0  size=  136  calls= 0
  0x00235D50  system_0054                                   frame=   0  size=   20  calls= 0
  0x00235D64  system_0055                                   frame=  32  size=   52  calls= 1
  0x00235D98  system_0056                                   frame= 128  size=  256  calls= 2
  0x00235E98  system_0057                                   frame=   0  size=   16  calls= 0
  0x00235EA8  system_0058                                   frame=  16  size=   64  calls= 5
  0x00235EE8  system_0059                                   frame=   0  size=   16  calls= 0
  0x00235EF8  system_0060                                   frame=   0  size=   72  calls= 0
  0x00235F40  system_0061                                   frame=   0  size=   16  calls= 0
  0x00235F50  system_0062                                   frame=  48  size=  104  calls= 2
  0x00235FB8  system_0063                                   frame=  64  size=  176  calls= 5
  0x00236068  system_0064                                   frame=   0  size=   64  calls= 0
  0x002360A8  system_0065                                   frame=   0  size=   16  calls= 0
  0x002360B8  system_0066                                   frame= 128  size=  280  calls= 3
  0x002361D0  system_0067                                   frame=   0  size=    8  calls= 0
  0x002361D8  system_0068                                   frame=  64  size=  112  calls= 3
  0x00236248  system_0069                                   frame=  48  size=   72  calls= 2
  0x00236290  system_0070                                   frame=  32  size=   40  calls= 1
  0x002362B8  system_0071                                   frame=  32  size=   80  calls= 2
  0x00236308  system_0072                                   frame=   0  size=   16  calls= 0
  0x00236318  system_0073                                   frame=   0  size=   72  calls= 0
  0x00236360  system_0074                                   frame=   0  size=   16  calls= 0
  0x00236370  system_0075                                   frame=  64  size=  216  calls= 4
  0x00236448  system_0076                                   frame= 128  size=  216  calls= 5
  0x00236520  system_0077                                   frame= 128  size=  216  calls= 6
  0x002365F8  system_0078                                   frame=  32  size=  152  calls= 2
  0x00236690  system_0079                                   frame=  32  size=  128  calls= 1
  0x00236710  system_0080                                   frame=  32  size=  152  calls= 2
  0x002367A8  system_0081                                   frame=   0  size=    4  calls= 0
  0x002367AC  system_0082                                   frame=  32  size=   68  calls= 1
  0x002367F0  system_0083                                   frame=  32  size=   40  calls= 1
  0x00236818  system_0084                                   frame=   0  size=    4  calls= 0
  0x0023681C  system_0085                                   frame=  32  size=   44  calls= 1
  0x00236848  system_0086                                   frame=  32  size=   40  calls= 1
  0x00236870  system_0087                                   frame=  32  size=   56  calls= 1
  0x002368A8  system_0088                                   frame=  32  size=   60  calls= 1
  0x002368E4  system_0089                                   frame=  32  size=   44  calls= 1
  0x00236910  system_0090                                   frame=  32  size=   40  calls= 1
  0x00236938  system_0091                                   frame=  32  size=   40  calls= 1
  0x00236960  system_0092                                   frame=  32  size=   88  calls= 1
  0x002369B8  system_0093                                   frame=   0  size=   72  calls= 0
  0x00236A00  system_0094                                   frame=  96  size=  640  calls= 8
  0x00236C80  system_0095                                   frame=  16  size=  104  calls= 2
  0x00236CE8  system_0096                                   frame=   0  size=   48  calls= 0
  0x00236D18  system_0097                                   frame=   0  size=   40  calls= 0
  0x00236D40  system_0098                                   frame= 128  size=  312  calls= 3
  0x00236E78  system_0099                                   frame=   0  size=   12  calls= 0
  0x00236E84  system_0100                                   frame=  16  size=   64  calls= 1
  0x00236EC4  system_0101                                   frame=  16  size=   52  calls= 1
  0x00236EF8  system_0102                                   frame= 144  size=  296  calls= 2
  0x00237020  system_0103                                   frame=   0  size=  176  calls= 0
  0x002370D0  system_0104                                   frame= 336  size=  280  calls= 4
  0x00237328  system_0105                                   frame=  48  size=  160  calls= 1
  0x002373C8  system_0106                                   frame=  48  size=  128  calls= 1
  0x00237448  system_0107                                   frame= 176  size=  488  calls= 3
  0x00237630  system_0108                                   frame=   0  size=   24  calls= 0
  0x00237648  system_0109                                   frame=  64  size=  160  calls= 1
  0x002376E8  system_0110                                   frame=   0  size=   16  calls= 0
  0x002376F8  system_0111                                   frame=  32  size=  100  calls= 1
  0x0023775C  system_0112                                   frame=  16  size=   60  calls= 1
  0x00237798  system_0113                                   frame=   0  size=   20  calls= 0
  0x002377AC  system_0114                                   frame=  48  size=  108  calls= 2
  0x00237818  system_0115                                   frame=   0  size=   20  calls= 0
  0x0023782C  system_0116                                   frame=  16  size=  156  calls= 1
  0x002378C8  system_0117                                   frame=   0  size=   20  calls= 0
  0x002378DC  system_0118                                   frame=  32  size=   84  calls= 1
  0x00237930  system_0119                                   frame=   0  size=   20  calls= 0
  0x00237944  system_0120                                   frame=  16  size=  116  calls= 1
  0x002379B8  system_0121                                   frame=   0  size=   20  calls= 0
  0x002379CC  system_0122                                   frame=  48  size=  268  calls= 1
  0x00237AD8  system_0123                                   frame=   0  size=   20  calls= 0
  0x00237AEC  system_0124                                   frame=  48  size=  268  calls= 1
  0x00237BF8  system_0125                                   frame=   0  size=   20  calls= 0
  0x00237C0C  system_0126                                   frame=  48  size=  292  calls= 1
  0x00237D30  system_0127                                   frame=  80  size=  184  calls= 2
  0x00237DE8  system_0128                                   frame=  64  size=  192  calls= 2
  0x00237EA8  system_0129                                   frame=  80  size=  216  calls= 2
  0x00237F80  system_0130                                   frame=   0  size=   20  calls= 0
  0x00237F94  system_0131                                   frame=  16  size=  164  calls= 1
  0x00238038  system_0132                                   frame=  80  size=  196  calls= 2
  0x002380FC  system_0133                                   frame=  16  size=   96  calls= 1
  0x0023815C  system_0134                                   frame=  16  size=   88  calls= 1
  0x002381B4  system_0135                                   frame=  16  size=   68  calls= 1
  0x002381F8  system_0136                                   frame=  80  size=  208  calls= 2
  0x002382C8  system_0137                                   frame=  48  size=  104  calls= 1
  0x00238330  system_0138                                   frame=  48  size=  104  calls= 1
  0x00238398  system_0139                                   frame=  48  size=  104  calls= 1
  0x00238400  system_0140                                   frame=  48  size=  104  calls= 1
  0x00238468  system_0141                                   frame=  16  size=   40  calls= 1
  0x00238490  system_0142                                   frame=  80  size=  104  calls= 4
  0x002384F8  system_0143                                   frame=  48  size=   96  calls= 3
  0x00238558  system_0144                                   frame=  32  size=  160  calls= 1
  0x002385F8  system_0145                                   frame= 160  size=  192  calls= 3
  0x002386B8  system_0146                                   frame=  96  size=  376  calls= 5
  0x00238830  system_0147                                   frame=  80  size=  152  calls= 1
  0x002388C8  system_0148                                   frame=   0  size=    4  calls= 0
  0x002388CC  system_0149                                   frame=  32  size=  148  calls= 4
  0x00238960  system_0150                                   frame=  64  size=  124  calls= 3
  0x002389DC  system_0151                                   frame=  16  size=   60  calls= 0
  0x00238A18  system_0152                                   frame=  64  size=  120  calls= 3
  0x00238A90  system_0153                                   frame= 192  size=  792  calls=10
  0x00238DA8  system_0154                                   frame=  16  size=   32  calls= 1
  0x00238DC8  system_0155                                   frame=  64  size=  368  calls= 8
  0x00238F38  system_0156                                   frame=  48  size=  152  calls= 3
  0x00238FD0  system_0157                                   frame=  48  size=  160  calls= 3
  0x00239070  system_0158                                   frame=  32  size=  112  calls= 3
  0x002390E0  system_0159                                   frame=  64  size=  368  calls= 8
  0x00239250  system_0160                                   frame= 176  size=  736  calls=10
  0x00239530  system_0161                                   frame= 160  size=  504  calls= 9
  0x00239728  system_0162                                   frame=  80  size=  200  calls= 4
  0x002397F0  system_0163                                   frame=  64  size=  288  calls= 3
  0x00239910  system_0164                                   frame=   0  size=   80  calls= 0
  0x00239960  system_0165                                   frame=   0  size=   72  calls= 0
  0x002399A8  system_0166                                   frame=   0  size=   72  calls= 0
  0x002399F0  system_0167                                   frame=   0  size=   64  calls= 0
  0x00239A30  system_0168                                   frame=   0  size=   72  calls= 0
  0x00239A78  system_0169                                   frame=   0  size=  288  calls= 0
  0x00239B98  system_0170                                   frame=   0  size=   24  calls= 0
  0x00239BB0  system_0171                                   frame=   0  size=   48  calls= 0
  0x00239BE0  system_0172                                   frame=   0  size=  120  calls= 0
  0x00239C58  system_0173                                   frame=   0  size=   40  calls= 0
  0x00239C80  system_0174                                   frame=   0  size=  120  calls= 0
  0x00239CF8  system_0175                                   frame=   0  size=  336  calls= 1
  0x00239E48  system_0176                                   frame=   0  size=  168  calls= 1
  0x00239EF0  system_0177                                   frame=  48  size=  120  calls= 2
  0x00239F68  system_0178                                   frame= 176  size=  176  calls= 5

==========================================================================================
 UI - 178 functions (0x0022A000 - 0x00233068)
==========================================================================================

  0x0022A000  ui_0000                                       frame=  16  size=  208  calls= 1
  0x0022A0D0  ui_0001                                       frame=  16  size=  808  calls= 1
  0x0022A3F8  ui_0002                                       frame=  32  size=  328  calls= 1
  0x0022A540  ui_0003                                       frame=  32  size=   80  calls= 2
  0x0022A590  ui_0004                                       frame= 192  size=  368  calls= 4
  0x0022A700  ui_0005                                       frame=   0  size=  104  calls= 0
  0x0022A768  ui_0006                                       frame=   0  size=   24  calls= 0
  0x0022A780  ui_0007                                       frame=   0  size=   72  calls= 0
  0x0022A7C8  ui_0008                                       frame=  32  size=  480  calls= 1
  0x0022A9A8  ui_0009                                       frame=   0  size=  840  calls= 0
  0x0022ACF0  ui_0010                                       frame= 176  size=  960  calls= 2  "libpfont.c"
  0x0022B0B0  ui_0011                                       frame=  96  size= 1752  calls= 2  "libpfont.c"
  0x0022B788  ui_0012                                       frame=  16  size=  744  calls= 1  "libpfont.c"
  0x0022BA70  ui_0013                                       frame= 208  size= 3288  calls= 4  "libpfont.c"
  0x0022C748  ui_0014                                       frame=   0  size=   16  calls= 0
  0x0022C758  ui_0015                                       frame=  32  size=  208  calls= 2
  0x0022C828  ui_0016                                       frame=  16  size=   32  calls= 0
  0x0022C848  ui_0017                                       frame=   0  size=   16  calls= 0
  0x0022C858  ui_0018                                       frame=  16  size=   40  calls= 0
  0x0022C880  ui_0019                                       frame=   0  size=    8  calls= 0
  0x0022C888  ui_0020                                       frame=  16  size=  136  calls= 0
  0x0022C910  ui_0021                                       frame=   0  size=    4  calls= 0
  0x0022C914  ui_0022                                       frame=  16  size=  244  calls= 1
  0x0022CA08  ui_0023                                       frame=  16  size=   24  calls= 0
  0x0022CA20  ui_0024                                       frame=  16  size=   32  calls= 0
  0x0022CA40  ui_0025                                       frame=  16  size=   24  calls= 0
  0x0022CA58  ui_0026                                       frame=  16  size=   32  calls= 0
  0x0022CA78  ui_0027                                       frame=  16  size=   24  calls= 0
  0x0022CA90  ui_0028                                       frame=  16  size=   32  calls= 0
  0x0022CAB0  ui_0029                                       frame=  16  size=   24  calls= 0
  0x0022CAC8  ui_0030                                       frame=  16  size=   72  calls= 0
  0x0022CB10  ui_0031                                       frame=  16  size=   56  calls= 0
  0x0022CB48  ui_0032                                       frame=  16  size=   48  calls= 0
  0x0022CB78  ui_0033                                       frame=  16  size=   64  calls= 0
  0x0022CBB8  ui_0034                                       frame= 192  size=  376  calls= 1
  0x0022CD30  ui_0035                                       frame=  48  size=  144  calls= 0
  0x0022CDC0  ui_0036                                       frame=   0  size=   24  calls= 0
  0x0022CDD8  ui_0037                                       frame=   0  size=   56  calls= 0
  0x0022CE10  ui_0038                                       frame=   0  size=  344  calls= 0
  0x0022CF68  ui_0039                                       frame=  32  size=   56  calls= 1
  0x0022CFA0  ui_0040                                       frame= 192  size=  400  calls= 1
  0x0022D130  ui_0041                                       frame= 624  size=  432  calls= 7  "rom0:ROMVER"
  0x0022D2E0  ui_0042                                       frame=   0  size=    4  calls= 0
  0x0022D2E4  ui_0043                                       frame= 144  size=  412  calls= 3
  0x0022D480  ui_0044                                       frame=  48  size=  504  calls= 2
  0x0022D678  ui_0045                                       frame= 160  size=  736  calls= 8
  0x0022D958  ui_0046                                       frame= 208  size=  728  calls=11  "pfs0:/disc/disc%d"
  0x0022DC30  ui_0047                                       frame=  16  size=  176  calls= 1
  0x0022DCE0  ui_0048                                       frame=  16  size=   72  calls= 1
  0x0022DD28  ui_0049                                       frame=  16  size=  760  calls= 1
  0x0022E020  ui_0050                                       frame=   0  size=  240  calls= 0
  0x0022E110  ui_0051                                       frame=   0  size=  352  calls= 0
  0x0022E270  ui_0052                                       frame= 256  size=  512  calls= 1
  0x0022E470  ui_0053                                       frame=   0  size=   96  calls= 0
  0x0022E4D0  ui_0054                                       frame=   0  size=   16  calls= 0
  0x0022E4E0  ui_0055                                       frame=   0  size=   32  calls= 0
  0x0022E500  ui_0056                                       frame=   0  size=   32  calls= 0
  0x0022E520  ui_0057                                       frame=   0  size=   16  calls= 0
  0x0022E530  ui_0058                                       frame=   0  size=   32  calls= 0
  0x0022E550  ui_0059                                       frame=   0  size=   16  calls= 0
  0x0022E560  ui_0060                                       frame=   0  size=   16  calls= 0
  0x0022E570  ui_0061                                       frame=   0  size=   16  calls= 0
  0x0022E580  ui_0062                                       frame=   0  size=   16  calls= 0
  0x0022E590  ui_0063                                       frame=   0  size=   16  calls= 0
  0x0022E5A0  ui_0064                                       frame=   0  size=   16  calls= 0
  0x0022E5B0  ui_0065                                       frame=   0  size=   16  calls= 0
  0x0022E5C0  ui_0066                                       frame=   0  size=   16  calls= 0
  0x0022E5D0  ui_0067                                       frame=   0  size=   16  calls= 0
  0x0022E5E0  ui_0068                                       frame=   0  size=   16  calls= 0
  0x0022E5F0  ui_0069                                       frame=   0  size=   48  calls= 0
  0x0022E620  ui_0070                                       frame=   0  size=   16  calls= 0
  0x0022E630  ui_0071                                       frame=   0  size=   16  calls= 0
  0x0022E640  ui_0072                                       frame=   0  size=   32  calls= 0
  0x0022E660  ui_0073                                       frame=   0  size=   80  calls= 0
  0x0022E6B0  ui_0074                                       frame=   0  size=   32  calls= 0
  0x0022E6D0  ui_0075                                       frame=   0  size=   64  calls= 0
  0x0022E710  ui_0076                                       frame=   0  size=   16  calls= 0
  0x0022E720  ui_0077                                       frame=   0  size=   32  calls= 0
  0x0022E740  ui_0078                                       frame=   0  size=   16  calls= 0
  0x0022E750  ui_0079                                       frame=   0  size=   16  calls= 0
  0x0022E760  ui_0080                                       frame=   0  size=   48  calls= 0
  0x0022E790  ui_0081                                       frame=   0  size=   16  calls= 0
  0x0022E7A0  ui_0082                                       frame=   0  size=   96  calls= 0
  0x0022E800  ui_0083                                       frame=   0  size=   32  calls= 0
  0x0022E820  ui_0084                                       frame=   0  size=   16  calls= 0
  0x0022E830  ui_0085                                       frame=   0  size=   16  calls= 0
  0x0022E840  ui_0086                                       frame=   0  size=   16  calls= 0
  0x0022E850  ui_0087                                       frame=   0  size=   16  calls= 0
  0x0022E860  ui_0088                                       frame=   0  size=   16  calls= 0
  0x0022E870  ui_0089                                       frame=   0  size=   16  calls= 0
  0x0022E880  ui_0090                                       frame=   0  size=   64  calls= 0
  0x0022E8C0  ui_0091                                       frame=   0  size=   16  calls= 0
  0x0022E8D0  ui_0092                                       frame=   0  size=  464  calls= 0
  0x0022EAA0  ui_0093                                       frame=   0  size=  160  calls= 0
  0x0022EB40  ui_0094                                       frame=   0  size=   32  calls= 0
  0x0022EB60  ui_0095                                       frame=   0  size=   48  calls= 0
  0x0022EB90  ui_0096                                       frame=   0  size=   48  calls= 0
  0x0022EBC0  ui_0097                                       frame=   0  size=   32  calls= 0
  0x0022EBE0  ui_0098                                       frame=   0  size=   16  calls= 0
  0x0022EBF0  ui_0099                                       frame=   0  size=   16  calls= 0
  0x0022EC00  ui_0100                                       frame=   0  size=   16  calls= 0
  0x0022EC10  ui_0101                                       frame=   0  size=   16  calls= 0
  0x0022EC20  ui_0102                                       frame=   0  size=   16  calls= 0
  0x0022EC30  ui_0103                                       frame=   0  size=   32  calls= 0
  0x0022EC50  ui_0104                                       frame=   0  size=   48  calls= 0
  0x0022EC80  ui_0105                                       frame=   0  size=   16  calls= 0
  0x0022EC90  ui_0106                                       frame=   0  size=   16  calls= 0
  0x0022ECA0  ui_0107                                       frame=   0  size=  168  calls= 0
  0x0022ED48  ui_0108                                       frame=  64  size=  152  calls= 2
  0x0022EDE0  ui_0109                                       frame=   0  size=  168  calls= 0
  0x0022EE88  ui_0110                                       frame=  64  size=  168  calls= 2
  0x0022EF30  ui_0111                                       frame=  48  size=  104  calls= 3
  0x0022EF98  ui_0112                                       frame=  48  size=  104  calls= 3
  0x0022F000  ui_0113                                       frame=  48  size=  104  calls= 3
  0x0022F068  ui_0114                                       frame=  48  size=  104  calls= 3
  0x0022F0D0  ui_0115                                       frame=  16  size=   32  calls= 1
  0x0022F0F0  ui_0116                                       frame=  16  size=   32  calls= 1
  0x0022F110  ui_0117                                       frame=  16  size=   32  calls= 1
  0x0022F130  ui_0118                                       frame=  16  size=   32  calls= 1
  0x0022F150  ui_0119                                       frame=   0  size=   56  calls= 0
  0x0022F188  ui_0120                                       frame=  64  size=  176  calls= 1
  0x0022F238  ui_0121                                       frame=  16  size=   56  calls= 1
  0x0022F270  ui_0122                                       frame=   0  size=  144  calls= 0
  0x0022F300  ui_0123                                       frame=  64  size=  360  calls= 7  "e+%d"
  0x0022F468  ui_0124                                       frame= 160  size= 1520  calls= 8
  0x0022FA58  ui_0125                                       frame= 144  size=   56  calls= 1
  0x0022FA90  ui_0126                                       frame= 176  size=   96  calls= 1
  0x0022FAF0  ui_0127                                       frame=  64  size=  416  calls= 7
  0x0022FC90  ui_0128                                       frame=  16  size=   40  calls= 1
  0x0022FCB8  ui_0129                                       frame=  48  size=  168  calls= 2
  0x0022FD60  ui_0130                                       frame=   0  size=   32  calls= 0
  0x0022FD80  ui_0131                                       frame=   0  size=   48  calls= 0
  0x0022FDB0  ui_0132                                       frame=  16  size=   64  calls= 1
  0x0022FDF0  ui_0133                                       frame=  48  size=  184  calls= 2
  0x0022FEA8  ui_0134                                       frame=  32  size=   96  calls= 1
  0x0022FF08  ui_0135                                       frame= 144  size=  344  calls= 6
  0x00230060  ui_0136                                       frame=   0  size=   80  calls= 0
  0x002300B0  ui_0137                                       frame=  64  size=  176  calls= 2
  0x00230160  ui_0138                                       frame= 112  size=  464  calls= 6
  0x00230330  ui_0139                                       frame= 192  size=  496  calls= 7
  0x00230520  ui_0140                                       frame=   0  size=   64  calls= 0
  0x00230560  ui_0141                                       frame=  48  size=  152  calls= 1
  0x002305F8  ui_0142                                       frame= 128  size=  208  calls= 1
  0x002306C8  ui_0143                                       frame=  64  size=  152  calls= 2
  0x00230760  ui_0144                                       frame=  48  size=  144  calls= 2
  0x002307F0  ui_0145                                       frame=  48  size=   88  calls= 2
  0x00230848  ui_0146                                       frame= 128  size=  456  calls= 7
  0x00230A10  ui_0147                                       frame=  32  size=   64  calls= 3
  0x00230A50  ui_0148                                       frame=  64  size=   96  calls= 1
  0x00230AB0  ui_0149                                       frame=  48  size=  136  calls= 3
  0x00230B38  ui_0150                                       frame=  48  size=  116  calls= 3
  0x00230BAC  ui_0151                                       frame=  48  size=  956  calls= 2
  0x00230F68  ui_0152                                       frame=  64  size=   80  calls= 1
  0x00230FB8  ui_0153                                       frame=  16  size=   48  calls= 2
  0x00230FE8  ui_0154                                       frame=   0  size=   16  calls= 0
  0x00230FF8  ui_0155                                       frame=  96  size=  152  calls= 5
  0x00231090  ui_0156                                       frame=  16  size=   48  calls= 0
  0x002310C0  ui_0157                                       frame= 112  size=  464  calls= 9
  0x00231290  ui_0158                                       frame=  80  size=  144  calls= 1
  0x00231320  ui_0159                                       frame=  16  size=   56  calls= 1
  0x00231358  ui_0160                                       frame= 336  size=  648  calls=10
  0x002315E0  ui_0161                                       frame= 160  size=  384  calls= 7
  0x00231760  ui_0162                                       frame= 192  size=  568  calls= 8
  0x00231998  ui_0163                                       frame= 224  size=  624  calls= 9
  0x00231C08  ui_0164                                       frame= 224  size=  704  calls= 9
  0x00231EC8  ui_0165                                       frame= 192  size=  848  calls=10
  0x00232218  ui_0166                                       frame= 208  size=  480  calls=10
  0x002323F8  ui_0167                                       frame= 208  size=  424  calls= 7
  0x002325A0  ui_0168                                       frame=  16  size=   32  calls= 1
  0x002325C0  ui_0169                                       frame= 208  size=  432  calls= 7
  0x00232770  ui_0170                                       frame=  16  size=   32  calls= 1
  0x00232790  ui_0171                                       frame= 208  size=  624  calls= 8
  0x00232A00  ui_0172                                       frame= 144  size=  288  calls= 7
  0x00232B20  ui_0173                                       frame=  16  size=   32  calls= 1
  0x00232B40  ui_0174                                       frame=  64  size=  200  calls= 7
  0x00232C08  ui_0175                                       frame= 160  size=  360  calls= 7
  0x00232D70  ui_0176                                       frame= 144  size=  344  calls= 7
  0x00232EC8  ui_0177                                       frame= 208  size=  416  calls= 7


Total: 1022 functions
